offense_team_name,defense_team_name,season,week,play_uuid,game_id,drive_uuid,play_game_index,play_drive_index,play_quarter,play_quarter_clock_remaining,play_clock_paused,play_start_event_index,play_end_event_index,play_offense_team_id,play_defense_team_id,play_offense_is_home_team,play_down,play_yards_to_go,play_yardline,play_start_position,play_home_score,play_away_score,play_home_timeouts_remaining,play_away_timeouts_remaining,play_box_players,play_defensive_back_depths,play_linebacker_depths,play_shotgun,play_pre_snap_motion,play_snap_hurried,play_success,play_first_down_won,play_touchdown_won,play_yards_net,play_points_won,play_type,play_included_fake,play_qb_pressure,play_qb_hit,play_qb_sacked,play_pass_yards_air,play_pass_yards_after_catch,play_pass_outcome,play_pass_dropped,play_pass_intercepted,play_pass_interception_dropped,play_time_to_pass,play_pass_batted,play_yards_run,play_penalty_yards,play_penalty_first_down,play_penalty_down_loss,play_penalty_offset,play_return_yards,play_field_goal_result,play_extra_point_result,play_kick_yards,play_kick_hangtime,play_kick_blocked,play_kick_fair_catch,play_kick_downed,play_fumbled,play_fumble_forced,play_fumble_lost,play_fumble_out_of_bounds,play_challenged,play_action_pass,play_points_lost,play_start_position_yards,play_penalty_types,play_explosive,play_offensive_personnel,play_defensive_personnel,play_turnover_type,play_offense_penalty_accepted,play_defense_penalty_accepted,play_offense_flagged,play_defense_flagged,play_tackle_success,play_lateral_success,play_yards_gained,play_epoch_uuid,play_offense_players_left,play_offense_players_right,play_snap_y,play_down_negated,play_point_of_attack_y,play_point_of_attack_dy,play_pocket_front_x,play_pocket_back_x,play_pocket_left_y,play_pocket_right_y,play_qb_exit_pocket_x,play_qb_exit_pocket_y,play_qb_exit_pocket_clock,play_run_gap,play_qb_dropback_depth,play_run_behind_1,play_run_behind_2,play_run_at,play_receiver_screen_pass,play_derived_pressure_gaps,play_pass_air_yards_to_the_sticks,play_pass_within_pocket,play_designed_pass,play_qb_rush,play_pass_thrownaway,play_formation_into_boundary,play_blitz,play_simulated_pressure,play_drop_eight,play_pass_comp_prob,play_catch_prob_with_placement,play_catch_prob_without_placement,play_initial_formation_run_strength,play_initial_formation_pass_strength,play_initial_formation_snap_side,play_initial_formation_fib,play_formation_run_strength,play_formation_pass_strength,play_formation_fib,play_pass_location,play_initial_formation,play_formation,play_punt_snap_time,play_punt_operation_time,play_punt_hang_time,play_net_punt_yards,play_gross_punt_yards,play_punt_roll_yards,play_punt_air_yards,play_punt_return_yards,play_punt_block_point_x,play_punt_block_point_y,play_punt_outcome,play_kickoff_x,play_kickoff_y,play_kickoff_land_x,play_kickoff_land_y,play_kickoff_outcome,play_kick_hang_time,play_kickoff_return_yards,play_kickoff_return_chunk,play_kickoff_return_explosive,play_fg_snap_time,play_fg_operation_time,play_fg_attempted,play_fg_made,play_fg_kick_blocked,play_fg_length,play_xp_snap_time,play_xp_operation_time,play_xp_attempted,play_xp_made,play_xp_kick_blocked,play_motion_type,play_havoc,play_qb_scramble,play_contested_catch_attempt,play_pass_made,play_yards_after_contact,play_target_separation,play_pass_placement_displacement,play_tackle_types,play_catch_separation,play_handoff_received
Michigan Wolverines,Indiana Hoosiers,2022/2023,Week 6,517078a3-9076-4bfa-915b-4e2b61ea195b,1501282,517078a3-9076-4bfa-915b-4e2b61ea195b,34,1,1,294000,TRUE,1443,1451,1001467,1001220,FALSE,NA,NA,64.88,NA,7,7,3,3,0,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,0,Kickoff,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,16.43,NA,NA,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,{},NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.88,26.92,8.3,38.54,Return,4.178887,16.43,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""Assisted - Success"",""Solo assisted - Success""}",NA,NA
Michigan Wolverines,Indiana Hoosiers,2022/2023,Week 6,69d0285f-f292-449f-b34c-69b34dc76d46,1501282,517078a3-9076-4bfa-915b-4e2b61ea195b,35,2,1,287000,TRUE,1452,1495,1001467,1001220,FALSE,1,10,24.73,left,7,7,3,3,7,"{4.943643729156889,9.73855649715739,10.717756999159313,7.4600644656071395}","{1.1581526853703892,5.394764979985737,5.596610561477995,1.5640863220711694}",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7.29,0,Pass,TRUE,NA,FALSE,FALSE,3.11,4.18,TRUE,FALSE,FALSE,FALSE,3.399134,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,-6.886666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 4, ""DL"": 3, ""LB"": 4}",NA,NA,NA,FALSE,FALSE,TRUE,NA,7.29,e299ef53-49db-404c-a0b2-83311a9e34da,NA,NA,19.78,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.89,NA,NA,NA,FALSE,NA,TRUE,NA,NA,0.79512912,0.943766356,0.896411896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,2.17,3.242668619,0.249295407,"{""Solo - Success""}",2.930327792,NA
Michigan Wolverines,Indiana Hoosiers,2022/2023,Week 6,08257e49-6c1b-4a0a-852e-f8b9a2d1674d,1501282,517078a3-9076-4bfa-915b-4e2b61ea195b,36,3,1,253000,TRUE,1496,1545,1001467,1001220,FALSE,2,2.71,32.02,right,7,7,3,3,7,"{8.30311268511121,4.282078012054129,8.036885915031597,13.596845000511308,4.930619985275705}","{3.222160930708675,4.95962213000427,0.6212518777389633}",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5.43,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,10.54,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,7.073333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 3, ""LB"": 3}",NA,NA,NA,FALSE,FALSE,TRUE,NA,5.43,a3ac8725-ff41-489d-984b-dfaf6d78900e,4,0,33.74,FALSE,NA,NA,31.87,21.87,29.74767416,36.37412877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,R,Y,L,L,Y,NA,Triple Wing Left,UNB Trips Wing Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Over,NA,FALSE,NA,NA,1.4,NA,NA,"{""Solo - Success"",""Solo - Missed""}",NA,NA
Michigan Wolverines,Indiana Hoosiers,2022/2023,Week 6,c023e241-5506-44d8-af44-33b507b8369b,1501282,517078a3-9076-4bfa-915b-4e2b61ea195b,37,4,1,222000,TRUE,1546,1591,1001467,1001220,FALSE,1,10,37.45,center,7,7,3,3,5,"{6.419596852436108,14.37759664620868,6.4746331972563524,2.5299326487236655}","{0.11164993943791046,4.272468163457027,4.704813562642784,2.1703967591995337}",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,8.37,0,Pass,FALSE,NA,FALSE,FALSE,5.11,3.26,TRUE,FALSE,FALSE,FALSE,2.665384,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-0.526666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 4, ""DL"": 3, ""LB"": 4}",NA,NA,NA,FALSE,FALSE,TRUE,NA,8.37,73d0de85-572f-402e-8b6b-990a55a0a308,1,3,26.3,FALSE,NA,NA,37.14,27.14,24.18133226,29.80128022,NA,NA,NA,NA,6.834625979,NA,NA,NA,NA,NA,-4.89,TRUE,NA,NA,FALSE,NA,NA,NA,NA,0.834972858,0.954829872,0.933526993,NA,NA,L,Y,R,R,Y,In,Triple Right,Triple Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flip,NA,NA,TRUE,TRUE,0.78,4.062863748,0.308577802,"{""Solo - Success""}",4.947106864,NA
Michigan Wolverines,Indiana Hoosiers,2022/2023,Week 6,d6442267-4120-4bb1-a1e0-c9f8f6a32e17,1501282,517078a3-9076-4bfa-915b-4e2b61ea195b,38,5,1,186000,TRUE,1592,1641,1001467,1001220,FALSE,2,1.63,45.82,left,7,7,3,3,6,"{3.062230054610154,3.308720985816926,15.315096821819374,4.756486932058301}","{1.204043328285998,5.041383967439991,5.950344412429587,4.203349414016785}",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,26.19,0,Pass,TRUE,NA,FALSE,FALSE,16.89,9.3,TRUE,FALSE,FALSE,FALSE,3.507813,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,-5.646666667,{},TRUE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 4, ""DL"": 3, ""LB"": 4}",NA,NA,NA,FALSE,FALSE,TRUE,NA,26.19,e1eab616-21c6-4125-ac96-9100e0c70301,1,3,21.18,FALSE,NA,NA,45.82,35.82,17.95422296,24.1621649,36.27601867,25.16226689,183050,NA,NA,NA,NA,NA,NA,NA,15.26,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,0.783519864,0.969746828,0.908572972,NA,NA,L,X,L,R,X,Right,Ace Twins Wing Left,Ace Twins Wing Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,3.72,8.518320175,0.172602723,"{""Solo - Success""}",7.546570258,NA
Michigan Wolverines,Indiana Hoosiers,2022/2023,Week 6,e06bb895-6d6b-4d8c-96c4-4799ec498eb4,1501282,517078a3-9076-4bfa-915b-4e2b61ea195b,39,6,1,159000,TRUE,1642,1682,1001467,1001220,FALSE,1,10,72.01,right,7,7,3,3,6,"{7.644365106528923,3.2855098853613782,6.418958522666571,10.73203308062368,1.5737089927579433}","{3.4173782414902263,4.9206451026487485,1.6030788265335332}",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,-0.31,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,5.11,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,6.763333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 0, ""WR"": 4}","{""DB"": 5, ""DL"": 3, ""LB"": 3}",NA,NA,NA,FALSE,FALSE,TRUE,NA,-0.31,7401e713-44f8-4633-bc43-125b1cbed6c7,3,1,33.58,FALSE,47.84210516,14.26210516,72.01,62.01,30.26036579,36.69456014,NA,NA,NA,Right Open C Gap,NA,1027926,NA,1005281,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,R,Y,L,L,Y,NA,Trey Left Z on,Trey Left Z on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Over,TRUE,FALSE,NA,NA,1.55,NA,NA,"{""Solo - Success""}",NA,NA
Michigan Wolverines,Indiana Hoosiers,2022/2023,Week 6,e4b0d771-5ae6-4104-b18e-d2ee3a893ccc,1501282,517078a3-9076-4bfa-915b-4e2b61ea195b,40,7,1,125000,TRUE,1683,1719,1001467,1001220,FALSE,2,10.31,71.7,right,7,7,3,3,7,"{7.798502401149804,9.170451821764246,7.412313596860187,1.575568176172169}","{1.2767188237597935,4.759210042301305,4.647864638439202,1.5963787353269367}",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2.02,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,7.29,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,6.913333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 4, ""DL"": 3, ""LB"": 4}",NA,NA,NA,FALSE,FALSE,TRUE,NA,2.02,5532a966-7ecf-4037-a3f9-a4142c5b6d33,2,2,33.27,FALSE,27.93909379,-5.330906208,71.7,61.7,30.63398321,36.44539982,NA,NA,NA,Left D Gap,NA,1027976,NA,1503919,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,R,O,R,L,X,NA,Deuce Left Z on,Doubles Wing Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,0.63,NA,NA,"{""Solo - Success""}",NA,NA
Michigan Wolverines,Indiana Hoosiers,2022/2023,Week 6,cb966688-797e-4532-90c1-1dd392b73ac9,1501282,517078a3-9076-4bfa-915b-4e2b61ea195b,41,8,1,77000,TRUE,1720,1761,1001467,1001220,FALSE,3,8.29,73.72,center,7,7,3,3,6,"{7.753268872377475,5.075214012516824,7.339855782555674,14.28821745958416,4.928919270775893,1.5225900615290016}","{1.4038841502101604,4.501225799768321,1.3277215826118294,1.1863422926757181}",TRUE,FALSE,TRUE,NA,FALSE,FALSE,0,0,Pass,FALSE,NA,FALSE,FALSE,22.16,NA,FALSE,NA,NA,NA,2.838742,FALSE,0,0,FALSE,FALSE,FALSE,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-0.366666667,{holding},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 6, ""DL"": 1, ""LB"": 4}",NA,NA,NA,TRUE,FALSE,NA,NA,0,95ac97c1-e794-4e1f-9cf3-54bad011842e,3,1,26.3,FALSE,NA,NA,73.72,63.72,25.29891959,31.7140775,NA,NA,NA,NA,8.576000772,NA,NA,NA,NA,NA,13.87,TRUE,NA,NA,FALSE,NA,TRUE,NA,NA,0.266775459,NA,NA,NA,NA,NA,NA,R,L,X,In,NA,Trips Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,{},NA,NA
Michigan Wolverines,Indiana Hoosiers,2022/2023,Week 6,d2e52a3c-e273-4a5f-a8e2-94bc4dcad1ea,1501282,517078a3-9076-4bfa-915b-4e2b61ea195b,42,9,1,67000,TRUE,1763,1767,1001467,1001220,FALSE,4,8.29,73.87,right,7,7,3,3,0,{},{},TRUE,FALSE,TRUE,NA,FALSE,FALSE,0,3,Field Goal,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,Success,NA,44.19,2.696429,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,4.903333333,{},NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,0,NA,NA,NA,31.57,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532967,1.41046,TRUE,TRUE,FALSE,44.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{},NA,NA
Indiana Hoosiers,Michigan Wolverines,2022/2023,Week 6,c2c36ba4-21a2-40fa-8b49-cc308542ed62,1501282,c2c36ba4-21a2-40fa-8b49-cc308542ed62,43,1,1,62000,TRUE,1770,1774,1001220,1001467,TRUE,NA,NA,65.34,NA,7,10,3,3,0,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,0,Kickoff,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,{},NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.34,32.00333333,6.6,42.85333333,Fair Catch,4.139931,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{},NA,NA
Indiana Hoosiers,Michigan Wolverines,2022/2023,Week 6,dfa5e2a7-7362-4aa6-a6c7-b6bec0256b67,1501282,c2c36ba4-21a2-40fa-8b49-cc308542ed62,44,2,1,62000,TRUE,1775,1813,1001220,1001467,TRUE,1,10,25.04,left,7,10,3,3,6,"{7.422747219511052,14.79780423334877,4.829666710376841,5.046506384018372,8.403381573221353}","{4.213533019225267,4.709772258521667}",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.93,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,5.42,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,-7.073333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,0.93,3428f65f-cf2b-4b2d-a2f8-adffb0d40691,1,3,19.59333333,FALSE,22.55547119,2.962137861,25.04,15.04,17.07926821,23.53036769,NA,NA,NA,Right B Gap,NA,1014717,1503936,1027916,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,R,X,NA,NA,Trips Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,0.62,NA,NA,"{""Solo - Success""}",NA,NA
Indiana Hoosiers,Michigan Wolverines,2022/2023,Week 6,692211c0-8279-4666-91a8-a1c3eda266c7,1501282,c2c36ba4-21a2-40fa-8b49-cc308542ed62,45,3,1,33000,TRUE,1814,1863,1001220,1001467,TRUE,2,9.07,25.97,left,7,10,3,3,6,"{7.153759082549385,13.930855924920209,3.948493876175604,3.541818063809032,7.583817230147176}","{3.298631599623576,3.9545203653800627}",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5.12,0,Pass,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,0,NA,0,9.61,TRUE,FALSE,FALSE,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,-4.123333333,{unsportsmanlike_conduct},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,TRUE,NA,FALSE,TRUE,TRUE,NA,-4.49,c5933227-e8a8-4f83-b7ca-cb36cc56b230,0,4,22.69333333,FALSE,NA,NA,25.82,15.82,20.17666277,27.18982563,15.7990828,23.77144174,28460,NA,4.84287512,NA,NA,NA,NA,"{""Left Open C Gap""}",NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,L,Y,R,R,Y,NA,UNB Trips Right H on,UNB Trips Right H on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,"{""Solo - Success""}",NA,NA
Indiana Hoosiers,Michigan Wolverines,2022/2023,Week 6,883638ea-7e60-44e2-8979-ca71b396195d,1501282,c2c36ba4-21a2-40fa-8b49-cc308542ed62,46,4,1,33000,TRUE,1865,1916,1001220,1001467,TRUE,1,10,31.09,center,7,10,3,3,6,"{7.051380114010243,11.848336223967024,9.811690202925732,3.985679047680037,5.655210679428464}","{3.729371249054566,3.919096978750545}",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2.01,0,Pass,FALSE,TRUE,FALSE,FALSE,-3.1,4.81,TRUE,FALSE,FALSE,FALSE,3.263454,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1.953333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,2.01,b1031575-34ed-4949-b0c5-50a599f30a52,1,2,24.71333333,FALSE,NA,NA,31.09,21.09,20.44630626,27.04323236,NA,NA,NA,NA,8.573396324,NA,NA,NA,NA,"{""Right B Gap"",""Right Open C Gap""}",-13.1,TRUE,NA,NA,FALSE,NA,NA,NA,NA,0.753811538,0.965369582,0.899235845,NA,NA,NA,NA,R,R,Y,In,NA,Slot Right Z on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,TRUE,4.81,8.165407177,0.358624274,"{""Solo assisted - Success"",""Assisted - Success"",""Solo - Missed"",""Solo - Missed""}",7.212964274,NA
Indiana Hoosiers,Michigan Wolverines,2022/2023,Week 6,e198b106-00e7-45fa-9647-e95c091af2fe,1501282,c2c36ba4-21a2-40fa-8b49-cc308542ed62,47,5,2,900000,TRUE,1919,1975,1001220,1001467,TRUE,2,7.99,32.8,right,7,10,3,3,7,"{7.5945271006136394,4.310788741406554,13.415413272216092,9.049462584222212,0.6907425966098515}","{4.3437711682333315,3.8941377498166503}",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,13.02,0,Pass,TRUE,NA,FALSE,FALSE,9.61,3.41,TRUE,FALSE,FALSE,FALSE,3.238508,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,7.203333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,13.02,568b9444-4e2d-4a69-ae29-5f8efd7d332b,NA,NA,33.72,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,NA,NA,NA,FALSE,NA,NA,NA,NA,0.742427349,0.901244581,0.89288193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,0.93,3.002821763,0.549669956,"{""Solo - Success""}",3.320679846,NA
Indiana Hoosiers,Michigan Wolverines,2022/2023,Week 6,14b1af12-f382-4dbf-918e-d215408b9136,1501282,c2c36ba4-21a2-40fa-8b49-cc308542ed62,48,6,2,876000,TRUE,1976,2018,1001220,1001467,TRUE,1,10,45.82,right,7,10,3,3,6,"{5.462541341157362,5.419067831262538,5.3387648933489515,17.054624549727727,0.8944672630375905}","{4.664999464323181,4.80396820460772}",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,9.14,0,Pass,FALSE,NA,FALSE,FALSE,4.96,4.18,TRUE,FALSE,FALSE,FALSE,2.488368,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6.763333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,9.14,e2a234ea-ee8e-413e-9020-704c1a2ae3d6,4,1,33.27,FALSE,NA,NA,45.97,35.97,30.66523139,36.2948087,NA,NA,NA,NA,6.568146772,NA,NA,NA,NA,NA,-5.04,NA,NA,NA,FALSE,FALSE,NA,NA,NA,0.797602296,0.901771903,0.902785242,NA,NA,NA,NA,L,L,Y,Left,NA,Empty 4x1 Left F on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,3.72,4.818536758,0.686277094,"{""Assisted - Success"",""Solo assisted - Success""}",4.18963253,NA
